name,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31
¸¸µÎÀü°ñ,61.44144,53.8018,61.18918,38.73873,45.72972,41.4054,45.4054,65.51351,62.99099,40.03603,39.71171,36.5045,37.04504,54.59459,61.33333,46.55855,42.66666,39.92792,54.41441,80,74.63063,100,61.29729,60.43243,52.43243,51.09909,50.05405,59.49549,71.13513,45.04504,47.31531
¸À»ìÀü,94.02985,97.01492,100,95.52238,98.50746,97.76119,85.07462,75.37313,91.04477,90.2985,74.62686,87.31343,67.91044,67.91044,81.34328,76.1194,73.88059,77.61194,91.79104,64.1791,47.01492,52.98507,59.70149,75.37313,53.73134,70.89552,72.38805,58.95522,65.67164,72.38805,70.14925
¸Å»ýÀÌ±¹,42.49291,39.09348,43.34277,43.34277,54.10764,43.05949,50.14164,59.77337,64.02266,62.32294,57.22379,58.92351,52.9745,59.20679,70.25495,71.95467,73.65439,100,90.36827,68.83852,78.75354,73.3711,67.98866,61.1898,62.03966,65.1558,60.62322,65.43909,71.10481,69.12181,63.1728
¸Å¿îÅÁ,100,89.8688,60.64139,35.49562,36.00583,35.71428,56.48688,81.26822,61.58892,37.46355,32.14285,35.78717,41.69096,58.89212,64.06705,41.90962,38.41107,33.67346,36.07871,40.45189,59.76676,66.90962,40.01457,33.23615,33.74635,35.71428,37.39067,60.34985,86.37026,42.85714,32.79883
¸ÓÀ§³ª¹°ººÀ½,0,50,50,58.33333,75,0,0,50,75,66.66666,91.66666,0,58.33333,41.66666,91.66666,50,50,0,50,41.66666,91.66666,50,50,0,58.33333,100,100,91.66666,41.66666,91.66666,41.66666
¸Þ¹Ð±¹¼ö,93.24116,100,81.2596,58.67895,56.06758,56.52841,67.43471,75.57603,74.96159,54.68509,60.21505,56.52841,53.91705,63.74807,68.8172,51.15207,55.60675,47.0046,49.76958,57.9109,60.9831,82.64208,53.45622,62.5192,57.9109,60.67588,50.53763,64.82334,74.65437,58.67895,54.53149
¸Þ¹Ð¹¬,78.125,70.625,65.625,63.125,69.375,68.125,67.5,75.625,100,78.75,81.875,94.375,73.75,70.625,100,90,70,72.5,66.25,69.375,67.5,83.75,85,80.625,68.75,75,92.5,73.125,76.875,82.5,63.75
¸Þ¹Ð¼Ò¹Ù,100,95.91836,88.92128,70.26239,69.97084,69.38775,77.84256,96.793,91.25364,56.26822,65.88921,71.13702,68.80466,63.84839,88.33819,67.05539,59.18367,73.17784,59.47521,54.81049,60.64139,83.09037,65.30612,59.47521,62.68221,64.72303,55.68513,72.88629,91.83673,65.59766,58.89212
¸Þ¹ÐÀü,80.45112,86.46616,77.4436,72.93233,57.14285,54.13533,65.41353,77.4436,100,64.66165,53.38345,55.63909,56.39097,70.67669,58.64661,57.89473,61.65413,51.87969,57.14285,61.65413,54.13533,86.46616,69.92481,87.21804,76.69172,88.7218,75.18796,92.4812,91.72932,60.90225,60.90225
¸àº¸»þ,22.66275,20.41116,20.65589,21.04747,20.11747,24.6696,20.41116,100,59.37347,38.52178,33.87175,32.10964,27.31277,35.82966,35.78071,25.20802,28.04698,29.22173,23.49486,24.71855,26.08908,23.44591,21.78169,24.6696,25.20802,23.59275,26.6275,26.18697,29.76015,25.15907,22.85854
¸êÄ¡ººÀ½,61.16354,67.27303,92.00274,72.50729,72.09541,64.78462,67.35884,82.71837,100,81.29397,76.14552,73.33104,62.94834,77.62141,91.60803,82.25501,76.16269,69.57267,72.04393,60.37412,70.08752,89.85755,78.23923,73.17659,68.73176,66.3978,64.21829,67.73639,87.67805,77.99897,72.50729
¸êÄ¡Á¶¸²,52.40963,58.43373,73.49397,54.81927,67.46987,50,65.66265,68.07228,100,71.08433,76.50602,73.49397,66.26506,92.77108,95.78313,80.72289,77.71084,68.67469,62.04819,54.21686,63.25301,81.92771,82.53012,74.09638,71.08433,51.20481,66.26506,65.66265,74.09638,76.50602,78.91566
¸ðÀÚ¹Ý¹«Ä§,9.61538,15.38461,13.46153,0,9.61538,15.38461,9.61538,11.53846,0,0,11.53846,0,0,0,0,9.61538,15.38461,15.38461,67.30769,42.30769,50,17.30769,44.23076,61.53846,46.15384,40.38461,67.30769,92.30769,48.07692,100,88.46153
¹«¸»·©ÀÌ¹«Ä§,59.40959,72.20172,78.84378,72.93972,78.96678,77.12177,85.23985,86.83886,100,84.74784,85.97785,81.18081,67.77367,79.70479,84.37884,89.05289,73.43173,78.35178,83.88683,75.27675,82.77982,84.50184,84.00984,88.19188,80.3198,74.78474,77.49077,75.27675,94.83394,85.97785,74.66174
¹«»ýÃ¤,32.31382,37.14539,45.6117,43.52836,44.28191,39.71631,45.07978,54.5656,67.2429,60.90425,60.50531,57.49113,51.81737,57.75709,73.18262,71.94148,68.35106,68.66134,65.55851,55.18617,64.00709,81.69326,80.27482,81.47163,76.28546,74.02482,68.48404,78.14716,100,94.81382,92.81914
¹«Á¶¸²,27.2811,31.98156,39.1705,41.56682,38.98617,34.37788,31.98156,43.96313,52.53456,55.76036,53.54838,46.45161,41.84331,43.2258,57.05069,63.68663,64.51612,58.52534,51.24423,47.2811,54.37788,69.21658,78.43317,78.24884,71.8894,71.0599,65.99078,67.5576,95.1152,99.63133,100
¹¬¹ä,97.11246,100,96.65653,64.89361,64.89361,48.32826,60.63829,69.90881,90.72948,66.8693,57.90273,60.03039,64.28571,59.27051,80.09118,63.22188,65.04559,58.96656,50.45592,51.51975,54.10334,75.37993,62.00607,58.96656,52.43161,49.84802,46.2006,57.4468,67.17325,59.42249,53.79939
¹°³Ã¸é,100,90,73,76,55,56.99999,54,87,84,76,68.99999,79,98,79,90,73,72,70,87,63,77,89,59,52,79,76,81,76,96,81,79
¹Ì³ª¸®Àü,40.09546,45.82338,60.62052,52.02863,41.52744,40.81145,48.92601,100,75.89498,51.07398,53.22195,52.74463,58.71121,84.72553,74.70167,58.23389,47.0167,58.47255,80.19093,57.51789,73.26968,81.86157,78.04295,69.68973,67.54176,74.94033,63.00715,62.76849,77.0883,70.16706,75.41766
¹Ì¼ÒµÈÀå±¹,54.4018,73.58916,79.45823,90.29345,92.09932,76.97516,72.23476,71.55756,92.09932,98.41986,98.41986,88.93905,67.04288,66.59142,85.32731,92.77652,100,93.00225,94.13092,77.2009,67.26862,75.62076,96.16252,94.13092,97.06546,85.55304,74.49209,63.43115,75.39503,97.74266,80.36117
¹Ì¼Ò¶ó¸à,67.52136,78.63247,86.32478,69.23076,76.92307,76.92307,68.37606,87.17948,79.48717,61.53846,67.52136,68.37606,76.06837,100,76.92307,74.35897,85.47008,78.63247,84.61538,77.77777,56.41025,76.92307,71.79487,86.32478,79.48717,68.37606,67.52136,59.82905,67.52136,74.35897,79.48717
¹Ì¿ª±¹,74.74389,83.21513,92.35618,83.64854,80.49645,73.56185,77.14736,90.54373,100,86.56422,82.3483,76.08353,71.94641,82.07249,87.62805,87.15524,83.25453,78.40819,81.95429,75.76832,78.6446,89.95271,87.98266,85.7762,74.94089,75.41371,72.06461,76.63514,88.25847,84.98817,82.3089
¹Ì¿ª³Ã±¹,65.55555,56.66666,100,61.11111,44.44444,53.33333,62.22222,66.66666,61.11111,61.11111,36.66666,51.11111,48.88888,67.77777,50,43.33333,51.11111,45.55555,33.33333,26.66666,41.11111,52.22222,52.22222,45.55555,41.11111,35.55555,48.88888,54.44444,54.44444,52.22222,57.77777
¹Ì¿ªÁÙ±âººÀ½,36.31049,48.26242,66.41766,73.82266,75.57648,64.66385,64.11172,72.55602,98.73335,91.94543,92.33517,79.08411,72.78337,71.8415,90.77622,100,94.99837,85.70964,85.38486,69.11334,71.5492,90.54887,95.8428,88.21045,80.67554,79.44137,69.01591,71.58168,87.72328,92.10782,84.28061
¹Ì¿ªÃÊ¹«Ä§,77.51322,69.31216,84.92063,91.00529,72.75132,58.4656,67.19576,78.30687,100,82.53968,81.74603,83.06878,74.33862,75.13227,82.27513,87.03703,90.74074,73.01587,94.44444,72.22222,76.71957,93.12169,98.94179,84.92063,82.27513,79.36507,80.15873,72.75132,87.83068,99.73544,98.94179
¹Ì¿ªÆ¢°¢,50,100,81.81818,36.36363,63.63636,31.81818,63.63636,0,54.54545,31.81818,63.63636,45.45454,27.27272,59.0909,72.72727,50,36.36363,0,68.18181,50,77.27272,68.18181,86.36363,54.54545,59.0909,40.90909,54.54545,40.90909,31.81818,77.27272,36.36363
¹ÌÀ½,100,94.05204,83.27137,80.85501,78.99628,64.68401,73.97769,86.24535,84.01486,88.66171,73.42007,75.83643,71.74721,61.52416,74.90706,72.67657,62.26765,59.8513,62.26765,60.96654,62.45353,69.14498,61.71003,67.84386,65.24163,66.54275,62.08178,58.17843,65.79925,72.86245,59.66542
¹ÌÆ®º¼½ºÆÄ°ÔÆ¼,38.40579,42.75362,49.27536,36.23188,50,45.65217,55.07246,50.72463,63.76811,63.76811,48.55072,47.10144,46.37681,50,63.76811,47.10144,65.21739,60.14492,60.14492,46.37681,42.75362,57.97101,64.49275,100,71.01449,55.07246,50,51.44927,52.89855,66.66666,55.7971
¹ÌÆ®º¼Á¶¸²,24,21.33333,40,60,100,60,40,34.66666,54.66666,65.33333,96,66.66666,65.33333,62.66666,42.66666,77.33333,73.33333,81.33333,82.66666,70.66666,45.33333,68,97.33333,94.66666,84,88,61.33333,54.66666,60,89.33333,74.66666
¹èÃß°ÑÀýÀÌ,42.94621,46.02494,53.46843,46.21979,51.13016,50.74045,60.24941,64.61418,69.25175,56.0795,57.5604,53.85814,56.15744,63.25019,63.87373,54.87139,52.14341,53.15666,59.15822,55.61184,66.91348,77.47466,69.75837,63.71784,64.26344,66.25097,67.03039,84.60639,100,81.41075,75.29228
¹èÃß±¹,32.46753,43.63636,47.27272,50.64935,51.68831,43.63636,41.2987,47.7922,59.22077,72.46753,56.88311,53.76623,52.46753,54.02597,61.55844,84.41558,63.37662,72.72727,60.25974,53.24675,60,87.27272,88.05194,76.10389,71.42857,76.36363,67.27272,69.0909,96.88311,100,88.83116
¹èÃß³ª¹°,27.73109,31.93277,33.61344,58.82352,35.29411,26.89075,31.93277,49.57983,42.85714,58.82352,64.70588,57.14285,40.33613,33.61344,40.33613,48.73949,39.49579,60.5042,49.57983,39.49579,32.7731,51.2605,73.10924,88.23529,54.62184,59.66386,60.5042,31.09243,61.34453,100,68.90756
¹èÃßÀü,45.04643,48.45201,50.61919,46.59442,47.36842,41.64086,42.10526,52.63157,65.94427,53.25077,53.09597,51.70278,46.43962,62.3839,65.63467,62.2291,59.90712,57.27554,79.72136,54.33436,60.83591,79.10216,90.86687,80.65015,81.26934,85.91331,68.73065,73.68421,95.20123,99.0712,100
¹éÇÕÁ×,100,86.81318,68.13186,21.97802,27.47252,40.65934,54.94505,68.13186,59.34065,26.37362,26.37362,25.27472,32.96703,57.14285,65.93406,34.06593,26.37362,26.37362,25.27472,35.16483,70.32967,68.13186,38.46153,36.26373,28.57142,18.68131,24.17582,69.23076,68.13186,36.26373,23.07692
¹ð¾îÆ÷±¸ÀÌ,56.45161,54.8387,87.09677,51.6129,74.19354,100,40.32258,72.58064,79.03225,62.90322,54.8387,66.12903,69.35483,56.45161,74.19354,70.96774,83.87096,70.96774,51.6129,46.77419,48.38709,64.51612,95.16129,75.80645,54.8387,51.6129,70.96774,50,67.74193,64.51612,56.45161
¹ö¼¸±¸ÀÌ,51.21951,35.36585,69.51219,84.14634,60.9756,46.34146,46.34146,74.39024,86.58536,62.19512,78.04878,68.29268,56.09756,68.29268,91.46341,74.39024,89.02439,68.29268,75.60975,79.26829,79.26829,84.14634,100,65.85365,60.9756,76.82926,43.90243,37.80487,56.09756,93.90243,68.29268
¹ö¼¸ººÀ½,50.54393,65.60669,87.19665,81.50627,75.73221,66.77824,63.59832,75.23012,99.33054,97.99163,83.26359,78.07531,66.44351,72.5523,89.70711,100,89.20502,91.71548,81.42259,67.19665,67.44769,95.81589,99.58158,92.30125,78.99581,79.4979,68.11715,68.45188,92.13389,94.30962,94.47698
¹ö¼¸»þºê»þºê,96.22641,89.62264,78.30188,61.79245,52.35849,57.54716,66.50943,94.81132,100,59.43396,59.43396,53.77358,64.62264,67.45283,78.77358,71.22641,66.50943,61.79245,70.75471,70.75471,80.66037,94.81132,60.84905,68.39622,64.62264,57.07547,54.24528,73.1132,85.84905,70.75471,61.79245
¹ö¼¸Àü,100,75.59523,85.11904,66.66666,58.03571,41.96428,51.19047,52.97619,61.30952,41.66666,48.80952,44.64285,48.21428,45.23809,42.55952,51.19047,49.40476,39.58333,50,48.5119,38.69047,41.07142,41.66666,42.85714,40.17857,45.23809,43.45238,41.96428,44.34523,49.40476,43.75
¹ö¼¸Àü°ñ,87.46824,87.38357,88.99237,70.19475,69.94072,63.59017,71.9729,88.48433,82.3878,68.24724,72.81964,65.70702,65.70702,76.62997,94.83488,73.75105,74.51312,69.77138,72.81964,76.62997,92.20999,100,76.03725,80.27095,72.73497,65.02963,70.61812,82.81117,86.9602,78.23878,67.99322
¹ö¼¸Á¶¸²,25.45454,43.63636,63.63636,63.63636,49.0909,47.27272,38.18181,70.90909,69.0909,52.72727,72.72727,60,58.18181,67.27272,70.90909,58.18181,65.45454,80,61.81818,32.72727,72.72727,72.72727,61.81818,83.63636,45.45454,61.81818,38.18181,52.72727,100,67.27272,61.81818
¹ö¼¸Âî°³,67,80,100,86.5,78,68.99999,56.49999,87,88.5,82.5,79.5,68.99999,62,72,87.5,76.5,66.5,66.5,67,63.5,74,83.5,84,70,72.5,62.5,76,66,85,74.5,72.5
º´¾îÁ¶¸²,29.23976,26.75438,38.96198,30.11695,28.36257,33.40643,35.52631,41.52046,39.47368,38.88888,39.10818,36.9152,34.42982,33.26023,37.93859,41.08187,33.33333,31.28654,33.77192,38.15789,100,80.55555,70.24853,53.21637,50.21929,40.64327,40.49707,49.0497,56.14035,53.07017,56.35964
º¹¾îÆ¢±è,19.51219,26.82926,17.07317,31.70731,26.82926,14.63414,19.51219,29.26829,0,26.82926,100,0,21.95121,17.07317,17.07317,46.34146,26.82926,29.26829,14.63414,26.82926,21.95121,36.58536,19.51219,24.39024,0,36.58536,12.19512,39.02439,31.70731,17.07317,21.95121
º¹Âò,75,62.5,66.66666,37.5,66.66666,58.33333,29.16666,66.66666,58.33333,54.16666,95.83333,87.5,100,41.66666,41.66666,66.66666,79.16666,41.66666,33.33333,70.83333,41.66666,58.33333,66.66666,45.83333,58.33333,83.33333,75,75,79.16666,79.16666,45.83333
ººÀ½¹ä,62.77997,72.33201,88.47167,77.40447,79.64426,69.56521,71.87088,94.7299,100,86.62714,91.63372,83.66271,76.2187,82.67457,95.58629,79.51251,85.9025,83.06982,74.63768,64.88801,74.24242,89.78919,82.60869,80.43478,90.90909,78.52437,72.72727,76.94334,94.13702,85.9025,83.33333
ºÎ´ëÂî°³,89.42468,91.41189,89.79988,63.18788,66.52306,65.67537,70.13618,96.08115,90.77265,64.66092,62.97943,62.88215,61.68704,79.37743,92.16231,70.70594,67.00944,66.63424,68.4269,68.78821,74.65258,100,67.73207,68.91328,62.88215,62.31239,62.53474,68.05169,86.25625,65.31406,61.49249
ºÎÃß¹«Ä§,70.92981,74.02921,89.06305,69.25543,67.97292,70.03918,87.49554,93.62308,100,74.34983,75.84609,70.64481,69.78981,87.03241,92.83933,69.11293,70.60919,64.4104,63.55539,61.63163,75.48984,79.55112,68.00855,63.73352,55.64659,57.10723,59.10224,67.04666,72.56857,56.85785,48.55717
ºÎÃßÀü,59.75541,73.26292,82.54585,86.21456,65.92551,64.53585,81.48971,97.9433,100,73.42968,71.31739,66.87048,70.09449,98.49916,86.82601,69.70539,67.64869,63.9244,91.66203,57.03168,63.14619,69.14952,59.58866,62.64591,53.30739,57.3652,49.80544,52.8627,61.92329,51.75097,53.2518
ºÏ¾î°­Á¤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
ºÏ¾î±¹,78.8873,82.59629,96.57631,71.89728,72.32524,66.76176,70.6134,89.87161,93.15263,74.75035,73.03851,81.31241,68.75891,75.03566,100,76.17689,77.74607,74.6077,80.45649,58.91583,74.32239,90.44222,75.89158,66.90442,64.90727,76.17689,72.4679,82.45363,98.57346,82.59629,84.59343
ºÏ¾îÁ¶¸²,51.78571,83.92857,82.14285,53.57142,60.71428,58.92857,83.92857,82.14285,100,69.64285,69.64285,82.14285,41.07142,75,89.28571,62.5,75,75,69.64285,55.35714,57.14285,80.35714,89.28571,82.14285,89.28571,58.92857,60.71428,55.35714,50,57.14285,26.78571
ºÏ¾îÂò,100,64.45497,77.25118,62.0853,35.54502,41.23222,52.60663,67.77251,64.45497,34.59715,48.81516,46.91943,41.23222,47.86729,60.6635,38.38862,42.18009,43.12796,54.9763,41.70616,45.97156,54.02843,34.59715,46.44549,40.28436,49.28909,45.49763,46.44549,46.91943,41.23222,41.70616
ºÏ¾îÃ¤¹«Ä§,89.27613,79.89276,82.57372,83.9142,91.42091,75.06702,83.64611,91.42091,99.19571,91.15281,80.96514,78.28418,75.60321,93.83378,100,84.1823,75.60321,78.28418,85.52278,69.43699,87.66756,96.78284,72.38605,84.1823,71.31367,71.31367,78.01608,73.45844,87.93565,55.22788,75.33512
ºÐÂ¥,85.2616,87.54605,84.59837,76.1238,79.29255,85.70375,83.27192,95.43109,92.40972,85.63006,100,83.49299,89.97789,84.81945,89.38835,83.05084,82.90346,91.52542,87.69344,84.45099,75.53426,84.81945,70.00736,84.30361,81.06116,83.05084,78.77671,75.09211,74.42888,74.87103,86.14591
ºÒ°í±âµ¤¹ä,89.92537,92.16417,100,95.14925,93.28358,79.47761,69.77611,86.94029,97.38805,98.88059,88.43283,81.71641,72.76119,80.22388,91.41791,89.55223,76.86567,85.07462,91.79104,72.38805,62.68656,88.0597,93.28358,92.53731,83.58208,69.77611,68.65671,67.16417,84.32835,95.14925,79.85074
ºÒ³«Àü°ñ,88.73239,61.2676,59.85915,54.22535,61.97183,67.60563,62.67605,67.60563,64.0845,33.09859,61.2676,64.78873,61.2676,59.85915,61.97183,69.7183,78.16901,58.4507,71.83098,85.91549,87.32394,100,66.9014,66.9014,61.97183,55.6338,69.01408,63.38028,80.98591,71.12676,52.11267
ºØ¾îÂò,94.53125,72.65625,72.65625,51.5625,55.46875,35.9375,69.53125,72.65625,54.6875,58.59375,46.09375,38.28125,34.375,57.8125,67.1875,64.0625,39.0625,64.84375,72.65625,46.875,96.09375,100,97.65625,65.625,82.8125,96.09375,83.59375,70.3125,73.4375,69.53125,56.25
ºê·ÎÄÝ¸®ººÀ½,33.0097,35.92233,37.37864,77.6699,68.4466,49.51456,53.88349,51.94174,66.01941,76.69902,71.35922,71.84466,75.72815,47.57281,66.50485,100,73.7864,66.50485,81.06796,59.70873,54.36893,68.4466,82.03883,82.03883,85.43689,72.33009,73.30097,53.39805,69.41747,95.14563,97.57281
ºñºö±¹¼ö,74.0219,74.59572,79.08189,45.38341,40.53208,41.47104,57.01617,73.86541,84.40271,50.39123,46.11371,46.73969,45.6964,55.76421,80.22952,46.06155,43.08815,48.5133,43.29681,37.24569,48.93062,68.02295,44.44444,47.36567,49.45226,46.79186,47.78299,77.04747,100,60.71987,51.38236
ºñºö³Ã¸é,84.21052,93.85964,87.71929,71.92982,60.52631,75.43859,66.66666,100,77.19298,84.21052,86.8421,85.08771,71.05263,73.68421,87.71929,82.45614,78.07017,71.92982,64.03508,73.68421,95.61403,85.96491,84.21052,72.80701,80.70175,85.08771,89.47368,76.31578,91.22807,77.19298,85.08771
ºñºö¸·±¹¼ö,63.01369,68.49315,76.71232,67.12328,68.49315,78.08219,72.60273,69.86301,68.49315,67.12328,72.60273,91.78082,78.08219,82.19178,76.71232,47.9452,68.49315,49.31506,64.38356,53.42465,65.75342,49.31506,79.45205,63.01369,54.79452,60.27397,54.79452,58.9041,80.82191,100,87.67123
ºñºö¹ä,72.86432,78.00111,77.6661,78.9503,71.80346,70.29592,58.17978,72.3618,82.74706,76.94025,81.23953,77.10776,68.0067,60.3015,80.45784,85.09212,81.46286,84.2546,83.24958,65.54997,64.43327,75.65605,90.34059,87.10217,85.48297,85.48297,79.45281,72.97599,90.28475,100,96.70575
»ÀÇØÀå±¹,87.34224,80.36377,82.85077,57.31254,59.317,67.81737,68.59688,100,93.20712,64.8478,64.40237,67.14922,61.61841,78.58203,96.13956,67.07498,62.54639,59.76243,63.58574,63.91982,81.51447,98.81217,65.55308,65.33036,59.68819,58.46325,64.21677,73.42242,99.51744,64.43949,61.35857
»ç°ñ±¹,49.25373,48.50746,55.22388,67.91044,72.38805,64.1791,52.2388,58.95522,65.67164,91.79104,66.41791,76.1194,64.1791,56.71641,63.43283,100,78.3582,85.82089,85.82089,67.91044,61.94029,53.73134,85.07462,88.80597,74.62686,73.88059,67.16417,59.70149,78.3582,80.59701,76.1194
»çÅÂÂò,87.87185,89.47368,93.82151,66.59038,61.55606,89.93135,80.54919,93.82151,100,70.48054,79.8627,71.62471,63.38672,89.01601,54.69107,60.41189,44.62242,51.94508,59.0389,53.77574,53.31807,52.17391,62.01372,57.89473,56.9794,50.57208,43.02059,45.30892,47.13958,45.08009,59.95423
»êÀû,100,71.68704,59.6088,50.95354,33.93643,26.55256,22.29828,26.01466,23.52078,21.36919,17.75061,16.18581,18.8264,16.08801,16.23471,16.57701,14.42542,14.62102,15.15892,14.18092,14.08312,14.71882,14.62102,13.05623,12.95843,13.59413,13.93643,13.59413,12.66503,13.00733,13.15403
»ï°ã»ì±¸ÀÌ,67.5,83.75,52.5,63.75,70,70,86.25,90,85,72.5,86.25,70,65,71.25,73.75,77.5,85,52.5,100,76.25,85,77.5,75,70,60,76.25,80,81.25,77.5,67.5,61.25
»ï°èÅÁ,82.72095,80.37073,82.32373,60.90698,65.21019,67.99073,72.45945,88.05031,85.93181,70.40714,72.49255,73.08838,71.03608,83.01886,90.33432,75.33929,74.94207,74.84276,74.54485,73.5187,86.16352,100,81.36378,81.46309,75.40549,72.79046,74.97517,80.03972,97.68288,76.19993,75.30619
»ï¼±ººÀ½¹ä,60.81081,62.83783,70.27027,62.83783,74.32432,72.97297,68.91891,80.4054,64.86486,49.32432,79.05405,64.18918,93.24324,72.97297,87.83783,59.45945,79.05405,68.24324,83.78378,68.24324,80.4054,100,72.29729,72.97297,73.64864,83.1081,81.08108,82.43243,93.91891,53.37837,70.94594
»ïÄ¡±¸ÀÌ,53.0837,75.33039,81.49779,72.68722,65.85903,60.57268,72.02643,88.32599,78.85462,82.15859,90.74889,77.97356,82.37885,80.837,100,87.0044,85.46255,89.64757,86.78414,66.96035,72.90748,99.77973,93.39207,81.71806,82.15859,77.7533,72.02643,69.38325,94.71365,96.69603,82.59911
»ïÄ¡Á¶¸²,41.95652,58.69565,67.17391,71.73913,71.95652,66.52173,77.3913,77.60869,92.60869,88.47826,100,78.91304,75.43478,69.34782,86.95652,96.30434,89.13043,86.30434,85.65217,64.34782,69.13043,97.17391,99.7826,92.3913,89.7826,87.17391,71.73913,70.43478,85,86.73913,82.17391
»óÃß°ÑÀýÀÌ,54.86425,59.16289,66.17647,53.50678,54.18552,44.79638,52.82805,65.72398,72.85067,60.85972,55.99547,60.29411,52.94117,63.23529,89.36651,71.83257,67.64705,60.40723,65.38461,53.28054,69.57013,89.14027,82.91855,78.50678,71.38009,64.14027,59.7285,74.66063,100,83.37104,79.52488
»õ¼ÛÀÌ¹ö¼¸ººÀ½,46.8421,62.03007,81.35338,91.12781,84.66165,68.7218,62.18045,73.45864,91.50375,90.37593,90.37593,78.49624,66.09022,62.33082,86.16541,100,85.78947,80.07518,82.63157,62.4812,56.54135,77.81954,88.94736,84.58646,71.65413,70.52631,59.02255,61.27819,74.43609,79.62406,75.18796
»õ¼ÛÀÌ¹ö¼¸Àü,94.84978,85.8369,100,79.82832,84.12017,61.37339,73.39055,65.66523,75.53648,73.39055,72.96137,71.24463,64.37768,59.22746,56.22317,83.69098,80.25751,68.24034,69.95708,62.66094,50.64377,61.80257,80.68669,75.53648,58.36909,63.51931,70.81545,65.66523,69.52789,75.10729,67.38197
»õ¿ì±¸ÀÌ,95.92731,88.22055,61.27819,38.90977,41.91729,53.57142,77.81954,100,74.24812,43.35839,47.18045,45.55137,53.50877,94.86215,73.43358,47.2431,43.54636,49.31077,46.61654,51.31578,79.69924,64.59899,36.27819,37.21804,40.47619,36.96741,39.47368,59.02255,51.81704,26.19047,29.38596
»õ¿ìººÀ½,63.85542,79.51807,89.55823,94.77911,89.95983,63.85542,73.49397,87.5502,100,92.77108,77.10843,83.53413,74.29718,85.94377,95.58232,89.15662,79.51807,79.51807,77.91164,77.10843,73.09236,83.53413,79.91967,74.69879,73.89558,81.92771,57.42971,70.68273,78.71485,70.28112,81.12449
»õ¿ìººÀ½¹ä,54.32258,74.32258,97.67741,82.45161,78.70967,66.32258,81.29032,89.54838,100,79.87096,85.16129,79.6129,72.12903,80.51612,98.19354,89.16129,84.77419,79.6129,84.90322,65.29032,81.41935,83.74193,80.90322,78.19354,82.70967,76.90322,64.12903,74.70967,81.80645,75.2258,76.64516
»õ¿ìÀü,100,66.66666,63.92823,57.03493,48.91406,42.39848,44.66477,39.09348,52.59678,51.55807,42.39848,37.67705,38.33805,37.67705,31.72804,34.5609,36.63833,32.5779,35.2219,30.40604,30.5949,29.27289,33.8999,31.06704,28.13975,29.93389,30.31161,24.92917,25.49575,28.98961,28.61189
»õ¿ìÅÁ,74,72.33333,67.33333,53.66666,66.66666,63.33333,74.33333,87,100,80.33333,92.33333,74.66666,86,95.66666,81.33333,87.66666,78.66666,74,73,55,75.33333,78.66666,73.33333,68.33333,64.33333,61,63.66666,61,67.33333,61.66666,57.66666
»õ¿ìÆ¢±è·Ñ,0,0,0,0,100,0,0,83.33333,83.33333,0,0,83.33333,83.33333,83.33333,100,100,0,0,0,83.33333,0,83.33333,0,0,0,0,100,0,0,0,83.33333
»ý¼±±î½º,28.38427,38.64628,47.16157,50.21834,56.11353,46.2882,37.77292,45.85152,48.90829,65.50218,100,64.19213,65.0655,54.14847,43.88646,67.90393,63.75545,55.89519,65.28384,47.16157,38.2096,43.88646,68.55895,74.67248,56.11353,46.94323,49.56331,39.51965,51.31004,64.19213,61.13537
¼±ÁöÇØÀå±¹,83.97129,82.17703,77.63157,76.07655,70.93301,63.87559,74.16267,100,85.88516,65.43062,61.24401,63.51674,66.62679,74.04306,92.82296,70.57416,62.20095,63.75598,66.86602,67.58373,87.5598,92.10526,71.17224,62.20095,70.21531,66.86602,70.69377,75.35885,91.62679,77.75119,67.58373
¼±Áþ±¹,34.06593,58.24175,60.43956,65.93406,46.15384,62.63736,86.81318,64.83516,54.94505,69.23076,58.24175,75.82417,73.62637,82.41758,82.41758,94.50549,100,54.94505,89.01098,83.51648,75.82417,72.52747,91.20879,67.03296,65.93406,58.24175,75.82417,70.32967,57.14285,78.02197,70.32967
¼³··ÅÁ,94.10013,91.93504,82.86874,49.87821,56.77943,58.40324,75.29093,95.12855,85.54803,57.29364,55.2368,52.44925,56.58998,75.8322,83.16644,69.58051,61.84032,56.26522,61.67794,63.87009,87.30717,97.6184,58.89039,60.94722,55.50744,55.37212,56.99594,81.4073,100,66.9824,58.18673
¼Ò°¥ºñÂò,100,79.95642,70.55192,52.3602,48.03921,50.47204,52.39651,52.25127,47.34931,40.41394,48.58387,43.06463,49.89106,51.74291,49.63689,42.70152,44.22657,40.88598,44.22657,44.40813,46.04212,45.71532,43.42774,39.90559,38.56209,42.77414,51.85185,40.12345,44.55337,37.76325,37.54538
